application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,work_exp_group,gmat_group,gpa_group
258,Male,True,3.27,Humanities,International,640.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
259,Male,False,3.33,STEM,Black,670.0,3.0,Technology,Deny,1-3 years,650–699,3.25–3.49
260,Female,False,3.28,Humanities,Black,650.0,5.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
261,Male,True,3.32,Humanities,International,750.0,4.0,Consulting,Deny,4-6 years,700–749,3.25–3.49
262,Male,False,3.1,Business,Black,620.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
263,Male,False,3.21,Business,White,630.0,6.0,Investment Management,Deny,4-6 years,600–649,3.00–3.24
264,Male,False,3.12,Humanities,Hispanic,620.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
265,Male,True,3.05,Humanities,International,600.0,5.0,Technology,Deny,4-6 years,550–599,3.00–3.24
266,Male,False,3.31,Humanities,White,620.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.25–3.49
267,Male,False,3.28,STEM,White,600.0,5.0,Consulting,Deny,4-6 years,550–599,3.25–3.49
268,Male,False,2.95,Humanities,Hispanic,600.0,5.0,Nonprofit/Gov,Deny,4-6 years,550–599,2.75–2.99
269,Female,False,3.19,STEM,Hispanic,690.0,4.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
270,Female,True,3.34,Humanities,International,670.0,5.0,Nonprofit/Gov,Admit,4-6 years,650–699,3.25–3.49
271,Female,True,3.34,Business,International,620.0,4.0,Consulting,Admit,4-6 years,600–649,3.25–3.49
272,Male,False,3.43,Humanities,Other,680.0,5.0,Other,Deny,4-6 years,650–699,3.25–3.49
273,Female,False,3.23,Humanities,Other,670.0,6.0,Investment Banking,Admit,4-6 years,650–699,3.00–3.24
274,Male,False,3.31,STEM,Asian,650.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
275,Male,True,3.3,STEM,International,650.0,5.0,Technology,Deny,4-6 years,600–649,3.25–3.49
276,Female,False,3.05,Humanities,Asian,630.0,5.0,Consulting,Admit,4-6 years,600–649,3.00–3.24
277,Male,False,3.52,Humanities,White,770.0,3.0,Investment Banking,Deny,1-3 years,750–800,3.50–3.74
278,Female,False,3.15,Business,Black,570.0,5.0,Financial Services,Deny,4-6 years,550–599,3.00–3.24
279,Female,False,3.11,Business,Black,660.0,6.0,Technology,Deny,4-6 years,650–699,3.00–3.24
280,Male,False,3.05,Business,Asian,610.0,5.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
281,Male,True,3.04,Business,International,570.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
282,Male,False,3.3,Business,White,650.0,6.0,Technology,Deny,4-6 years,600–649,3.25–3.49
283,Male,False,3.58,Business,White,740.0,4.0,Investment Banking,Admit,4-6 years,700–749,3.50–3.74
284,Female,False,2.97,Humanities,Asian,590.0,4.0,Nonprofit/Gov,Admit,4-6 years,550–599,2.75–2.99
285,Male,False,3.29,STEM,Black,630.0,5.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
286,Female,False,3.49,Business,Asian,780.0,6.0,PE/VC,Admit,4-6 years,750–800,3.25–3.49
287,Female,True,3.33,STEM,International,640.0,7.0,Consulting,Admit,7+ years,600–649,3.25–3.49
288,Male,False,3.14,Business,Hispanic,580.0,2.0,PE/VC,Deny,1-3 years,550–599,3.00–3.24
289,Male,False,3.42,STEM,Asian,750.0,3.0,Media/Entertainment,Admit,1-3 years,700–749,3.25–3.49
290,Male,True,3.18,STEM,International,600.0,4.0,Technology,Deny,4-6 years,550–599,3.00–3.24
291,Male,False,2.98,Business,Asian,630.0,7.0,Nonprofit/Gov,Deny,7+ years,600–649,2.75–2.99
292,Female,True,2.99,Humanities,International,630.0,6.0,Nonprofit/Gov,Admit,4-6 years,600–649,2.75–2.99
293,Male,False,3.1,Business,White,600.0,7.0,Nonprofit/Gov,Deny,7+ years,550–599,3.00–3.24
294,Female,False,3.35,Business,Asian,670.0,5.0,Technology,Admit,4-6 years,650–699,3.25–3.49
295,Male,False,2.95,Humanities,Asian,570.0,4.0,Consulting,Deny,4-6 years,550–599,2.75–2.99
296,Male,False,3.16,Business,Asian,580.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
297,Female,True,3.34,Humanities,International,570.0,5.0,Consulting,Admit,4-6 years,550–599,3.25–3.49
298,Male,False,3.14,Business,Black,660.0,5.0,Financial Services,Deny,4-6 years,650–699,3.00–3.24
299,Male,False,3.1,STEM,Asian,630.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
300,Male,False,3.21,Humanities,White,660.0,3.0,Nonprofit/Gov,Deny,1-3 years,650–699,3.00–3.24
301,Male,False,3.37,Business,Hispanic,690.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
302,Male,False,3.36,Business,Asian,720.0,4.0,Technology,Admit,4-6 years,700–749,3.25–3.49
303,Male,False,3.2,Humanities,Hispanic,650.0,6.0,Technology,Deny,4-6 years,600–649,3.00–3.24
304,Female,False,3.15,Business,Black,620.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
305,Male,False,3.53,STEM,Asian,660.0,5.0,Investment Banking,Admit,4-6 years,650–699,3.50–3.74
306,Female,False,3.24,Humanities,Hispanic,660.0,6.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
307,Female,False,3.25,Humanities,Asian,710.0,6.0,Technology,Admit,4-6 years,700–749,3.00–3.24
308,Female,False,3.34,Humanities,Asian,760.0,4.0,PE/VC,Admit,4-6 years,750–800,3.25–3.49
309,Male,False,3.16,STEM,Asian,650.0,5.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
310,Male,False,3.4,STEM,White,630.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
311,Male,False,3.49,Business,Other,700.0,5.0,Investment Management,Admit,4-6 years,650–699,3.25–3.49
312,Male,False,3.17,Humanities,Hispanic,670.0,2.0,Investment Banking,Deny,1-3 years,650–699,3.00–3.24
313,Male,False,3.3,Business,White,650.0,4.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
314,Female,False,3.25,Humanities,Asian,580.0,5.0,Consulting,Admit,4-6 years,550–599,3.00–3.24
315,Male,False,3.33,Business,White,580.0,5.0,Consulting,Deny,4-6 years,550–599,3.25–3.49
316,Female,False,3.29,Humanities,Asian,700.0,4.0,Investment Management,Admit,4-6 years,650–699,3.25–3.49
317,Male,False,3.32,Humanities,White,700.0,6.0,PE/VC,Deny,4-6 years,650–699,3.25–3.49
318,Female,True,3.33,STEM,International,680.0,4.0,Health Care,Admit,4-6 years,650–699,3.25–3.49
319,Female,False,3.32,Humanities,White,630.0,5.0,Consulting,Admit,4-6 years,600–649,3.25–3.49
320,Male,False,3.03,Humanities,Asian,590.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
321,Male,False,3.44,Business,Black,650.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
322,Female,True,3.24,STEM,International,610.0,5.0,Other,Admit,4-6 years,600–649,3.00–3.24
323,Female,False,3.36,Humanities,Black,650.0,6.0,Technology,Deny,4-6 years,600–649,3.25–3.49
324,Female,True,3.14,Humanities,International,580.0,5.0,Nonprofit/Gov,Admit,4-6 years,550–599,3.00–3.24
325,Male,False,3.2,STEM,Asian,710.0,4.0,Other,Deny,4-6 years,700–749,3.00–3.24
326,Male,False,3.1,Humanities,Hispanic,570.0,5.0,Health Care,Deny,4-6 years,550–599,3.00–3.24
327,Male,False,3.37,Humanities,White,660.0,4.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
328,Male,True,3.31,Humanities,International,610.0,6.0,Technology,Deny,4-6 years,600–649,3.25–3.49
329,Male,False,3.34,STEM,White,750.0,6.0,Other,Deny,4-6 years,700–749,3.25–3.49
330,Male,False,3.38,Business,Asian,570.0,4.0,Other,Deny,4-6 years,550–599,3.25–3.49
331,Female,False,3.32,Humanities,Hispanic,600.0,5.0,Financial Services,Deny,4-6 years,550–599,3.25–3.49
332,Male,True,3.33,Business,International,670.0,5.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
333,Male,False,3.23,STEM,White,600.0,5.0,Other,Deny,4-6 years,550–599,3.00–3.24
334,Male,True,3.06,STEM,International,630.0,5.0,Financial Services,Deny,4-6 years,600–649,3.00–3.24
335,Male,True,3.01,Business,International,570.0,7.0,Real Estate,Deny,7+ years,550–599,3.00–3.24
336,Female,False,3.21,Humanities,White,700.0,6.0,PE/VC,Admit,4-6 years,650–699,3.00–3.24
337,Male,False,3.5,Humanities,Asian,670.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.25–3.49
338,Female,True,3.29,Humanities,International,690.0,4.0,Financial Services,Admit,4-6 years,650–699,3.25–3.49
339,Male,True,3.2,Business,International,650.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
340,Male,True,3.11,Humanities,International,600.0,5.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
341,Female,False,3.1,Business,Other,620.0,6.0,Real Estate,Admit,4-6 years,600–649,3.00–3.24
342,Male,False,3.39,Business,White,730.0,6.0,Investment Banking,Deny,4-6 years,700–749,3.25–3.49
343,Male,True,3.28,Business,International,660.0,4.0,Technology,Deny,4-6 years,650–699,3.25–3.49
344,Female,False,3.18,STEM,White,590.0,6.0,Nonprofit/Gov,Admit,4-6 years,550–599,3.00–3.24
345,Female,False,2.96,Humanities,White,580.0,7.0,Financial Services,Admit,7+ years,550–599,2.75–2.99
346,Male,True,3.58,STEM,International,710.0,5.0,Investment Banking,Admit,4-6 years,700–749,3.50–3.74
347,Female,False,3.35,STEM,White,700.0,5.0,Technology,Admit,4-6 years,650–699,3.25–3.49
348,Male,False,3.16,STEM,Black,650.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
349,Male,False,3.1,STEM,White,620.0,4.0,Other,Deny,4-6 years,600–649,3.00–3.24
350,Male,False,3.17,STEM,Hispanic,700.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
351,Male,False,3.2,Business,Asian,690.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
352,Female,True,3.09,Humanities,International,660.0,6.0,Financial Services,Admit,4-6 years,650–699,3.00–3.24
353,Female,False,3.47,Humanities,White,760.0,4.0,Technology,Admit,4-6 years,750–800,3.25–3.49
354,Male,False,3.24,STEM,White,630.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
355,Male,False,3.28,STEM,Black,720.0,5.0,PE/VC,Admit,4-6 years,700–749,3.25–3.49
356,Male,False,3.37,STEM,White,690.0,5.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
357,Female,True,3.31,Humanities,International,630.0,6.0,Nonprofit/Gov,Admit,4-6 years,600–649,3.25–3.49
358,Female,True,3.03,Humanities,International,660.0,5.0,Consulting,Admit,4-6 years,650–699,3.00–3.24
359,Male,True,3.05,Humanities,International,580.0,3.0,Consulting,Deny,1-3 years,550–599,3.00–3.24
360,Male,False,3.06,Humanities,Asian,600.0,5.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
361,Male,False,3.41,Humanities,Black,620.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
362,Male,True,3.46,Humanities,International,650.0,7.0,Health Care,Deny,7+ years,600–649,3.25–3.49
363,Male,False,3.16,STEM,Black,620.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
364,Male,False,3.06,Business,Other,630.0,5.0,Other,Deny,4-6 years,600–649,3.00–3.24
365,Female,False,3.42,Humanities,White,700.0,6.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
366,Female,False,3.27,Business,White,660.0,4.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
367,Male,True,3.08,STEM,International,580.0,6.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
368,Male,False,3.27,Humanities,Black,690.0,6.0,Other,Deny,4-6 years,650–699,3.25–3.49
369,Male,False,3.22,Business,Asian,580.0,5.0,Investment Banking,Deny,4-6 years,550–599,3.00–3.24
370,Female,False,3.16,Humanities,White,620.0,5.0,Technology,Admit,4-6 years,600–649,3.00–3.24
371,Male,True,3.39,STEM,International,710.0,6.0,Investment Banking,Deny,4-6 years,700–749,3.25–3.49
372,Male,False,3.22,STEM,White,570.0,6.0,Other,Deny,4-6 years,550–599,3.00–3.24
373,Female,False,3.12,Business,Hispanic,570.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
374,Female,True,3.21,STEM,International,600.0,4.0,Consulting,Admit,4-6 years,550–599,3.00–3.24
375,Female,False,3.01,Humanities,Black,660.0,8.0,Technology,Deny,7+ years,650–699,3.00–3.24
376,Female,False,3.47,Business,Black,640.0,6.0,PE/VC,Deny,4-6 years,600–649,3.25–3.49
377,Female,True,3.18,Business,International,690.0,3.0,Financial Services,Admit,1-3 years,650–699,3.00–3.24
378,Male,True,3.38,Humanities,International,680.0,7.0,CPG,Deny,7+ years,650–699,3.25–3.49
379,Female,False,3.11,STEM,Other,610.0,6.0,PE/VC,Admit,4-6 years,600–649,3.00–3.24
380,Male,True,3.08,Humanities,International,620.0,6.0,Technology,Deny,4-6 years,600–649,3.00–3.24
381,Female,False,3.26,STEM,White,650.0,6.0,Consulting,Admit,4-6 years,600–649,3.25–3.49
382,Male,False,3.21,Business,Asian,630.0,4.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
383,Female,False,3.1,Business,Asian,610.0,5.0,Nonprofit/Gov,Admit,4-6 years,600–649,3.00–3.24
384,Male,True,3.17,Business,International,580.0,6.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
385,Male,False,3.43,Humanities,Hispanic,660.0,4.0,CPG,Admit,4-6 years,650–699,3.25–3.49
386,Female,False,3.31,STEM,White,620.0,5.0,Investment Banking,Admit,4-6 years,600–649,3.25–3.49
387,Female,False,3.03,Humanities,Asian,590.0,5.0,Consulting,Admit,4-6 years,550–599,3.00–3.24
388,Female,True,3.08,STEM,International,630.0,5.0,Health Care,Admit,4-6 years,600–649,3.00–3.24
389,Female,False,3.18,Humanities,Hispanic,620.0,6.0,Investment Management,Deny,4-6 years,600–649,3.00–3.24
390,Male,False,3.47,Business,White,690.0,6.0,Other,Deny,4-6 years,650–699,3.25–3.49
391,Male,False,3.42,Business,Asian,720.0,3.0,Consulting,Deny,1-3 years,700–749,3.25–3.49
392,Female,False,3.34,Business,White,680.0,4.0,Financial Services,Admit,4-6 years,650–699,3.25–3.49
393,Male,True,3.37,Business,International,680.0,5.0,Health Care,Deny,4-6 years,650–699,3.25–3.49
394,Female,False,3.49,Humanities,White,690.0,5.0,Financial Services,Admit,4-6 years,650–699,3.25–3.49
395,Male,True,3.32,STEM,International,580.0,5.0,Real Estate,Deny,4-6 years,550–599,3.25–3.49
396,Male,False,3.3,Humanities,Other,620.0,5.0,CPG,Deny,4-6 years,600–649,3.25–3.49
397,Male,False,3.38,Humanities,White,680.0,4.0,Financial Services,Deny,4-6 years,650–699,3.25–3.49
398,Male,False,3.18,STEM,White,590.0,4.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
399,Female,False,3.28,STEM,Hispanic,630.0,5.0,Other,Deny,4-6 years,600–649,3.25–3.49
400,Male,False,3.24,Humanities,White,600.0,3.0,PE/VC,Deny,1-3 years,550–599,3.00–3.24
401,Male,False,3.15,Humanities,Black,610.0,6.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
402,Male,False,3.16,STEM,Black,600.0,6.0,PE/VC,Deny,4-6 years,550–599,3.00–3.24
403,Male,True,3.22,Humanities,International,640.0,5.0,Other,Deny,4-6 years,600–649,3.00–3.24
404,Female,False,3.35,Business,White,620.0,6.0,Consulting,Admit,4-6 years,600–649,3.25–3.49
405,Female,False,3.36,Business,White,620.0,4.0,PE/VC,Admit,4-6 years,600–649,3.25–3.49
406,Female,False,3.06,Business,White,580.0,5.0,Investment Banking,Admit,4-6 years,550–599,3.00–3.24
407,Male,False,3.17,STEM,Black,660.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.00–3.24
408,Female,False,3.06,Business,White,610.0,6.0,Nonprofit/Gov,Admit,4-6 years,600–649,3.00–3.24
409,Male,True,3.39,Humanities,International,670.0,7.0,Investment Banking,Deny,7+ years,650–699,3.25–3.49
410,Male,False,3.44,Business,Asian,600.0,5.0,Health Care,Deny,4-6 years,550–599,3.25–3.49
411,Male,False,3.14,Humanities,Asian,640.0,5.0,Consulting,Deny,4-6 years,600–649,3.00–3.24
412,Female,False,3.29,Business,White,600.0,5.0,Consulting,Admit,4-6 years,550–599,3.25–3.49
413,Female,False,3.18,Humanities,Asian,630.0,4.0,PE/VC,Admit,4-6 years,600–649,3.00–3.24
414,Male,False,3.52,Business,Asian,730.0,6.0,PE/VC,Deny,4-6 years,700–749,3.50–3.74
415,Male,True,3.31,Humanities,International,630.0,5.0,Financial Services,Deny,4-6 years,600–649,3.25–3.49
416,Female,False,3.13,Humanities,Asian,670.0,4.0,Technology,Waitlist,4-6 years,650–699,3.00–3.24
417,Male,False,3.26,STEM,White,650.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
418,Female,False,3.07,STEM,Asian,630.0,5.0,Technology,Waitlist,4-6 years,600–649,3.00–3.24
419,Male,False,3.07,Business,White,570.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
420,Male,True,3.11,Business,International,620.0,5.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
421,Male,False,3.21,Humanities,Black,700.0,5.0,Nonprofit/Gov,Deny,4-6 years,650–699,3.00–3.24
422,Male,False,3.29,Humanities,Asian,640.0,6.0,Investment Banking,Deny,4-6 years,600–649,3.25–3.49
423,Male,False,3.39,Business,Asian,710.0,3.0,PE/VC,Deny,1-3 years,700–749,3.25–3.49
424,Male,False,3.22,Business,White,650.0,4.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
425,Male,False,3.23,STEM,Black,680.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
426,Female,True,3.0,Humanities,International,630.0,5.0,Consulting,Admit,4-6 years,600–649,2.75–2.99
427,Male,True,3.12,Humanities,International,630.0,4.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
428,Female,False,3.23,Humanities,Black,630.0,5.0,PE/VC,Deny,4-6 years,600–649,3.00–3.24
429,Male,True,3.34,Humanities,International,760.0,4.0,Consulting,Deny,4-6 years,750–800,3.25–3.49
430,Male,False,3.18,Business,Asian,640.0,5.0,Health Care,Deny,4-6 years,600–649,3.00–3.24
431,Male,False,3.33,STEM,White,640.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
432,Male,False,3.56,STEM,White,710.0,6.0,Technology,Deny,4-6 years,700–749,3.50–3.74
433,Male,False,3.13,Humanities,White,580.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
434,Male,True,3.54,Business,International,690.0,4.0,PE/VC,Admit,4-6 years,650–699,3.50–3.74
435,Female,False,3.19,STEM,Asian,690.0,5.0,Health Care,Waitlist,4-6 years,650–699,3.00–3.24
436,Male,False,3.28,STEM,Asian,680.0,5.0,Other,Deny,4-6 years,650–699,3.25–3.49
437,Female,False,3.43,Humanities,White,770.0,5.0,Consulting,Admit,4-6 years,750–800,3.25–3.49
438,Female,False,3.12,Humanities,Asian,600.0,3.0,Technology,Waitlist,1-3 years,550–599,3.00–3.24
439,Male,False,3.37,Humanities,White,640.0,4.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
440,Male,False,3.17,Business,White,630.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
441,Female,False,3.46,STEM,White,680.0,7.0,PE/VC,Admit,7+ years,650–699,3.25–3.49
442,Male,True,3.25,Business,International,670.0,5.0,Consulting,Deny,4-6 years,650–699,3.00–3.24
443,Female,False,3.25,STEM,White,620.0,4.0,Technology,Admit,4-6 years,600–649,3.00–3.24
444,Female,False,3.44,Humanities,Hispanic,740.0,5.0,Technology,Deny,4-6 years,700–749,3.25–3.49
445,Female,False,3.18,Humanities,White,570.0,5.0,Investment Management,Admit,4-6 years,550–599,3.00–3.24
446,Male,True,3.22,STEM,International,630.0,5.0,Investment Banking,Deny,4-6 years,600–649,3.00–3.24
447,Female,False,3.03,Business,Black,590.0,4.0,Consulting,Deny,4-6 years,550–599,3.00–3.24
448,Male,False,3.3,Business,Black,680.0,4.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
449,Male,False,3.33,Business,White,660.0,5.0,Investment Banking,Deny,4-6 years,650–699,3.25–3.49
450,Male,False,3.47,Business,Asian,660.0,6.0,Real Estate,Deny,4-6 years,650–699,3.25–3.49
451,Male,False,3.3,Humanities,Black,610.0,5.0,Consulting,Deny,4-6 years,600–649,3.25–3.49
452,Male,True,3.33,Business,International,680.0,5.0,Consulting,Deny,4-6 years,650–699,3.25–3.49
453,Male,True,3.11,Business,International,570.0,4.0,Technology,Deny,4-6 years,550–599,3.00–3.24
454,Male,False,3.21,Humanities,Asian,650.0,5.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
455,Male,False,3.21,STEM,Black,650.0,6.0,Nonprofit/Gov,Deny,4-6 years,600–649,3.00–3.24
456,Male,False,3.27,Humanities,Black,650.0,6.0,Technology,Deny,4-6 years,600–649,3.25–3.49
457,Male,False,3.19,Business,White,650.0,5.0,Technology,Deny,4-6 years,600–649,3.00–3.24
458,Male,False,3.43,Humanities,Asian,640.0,4.0,Real Estate,Deny,4-6 years,600–649,3.25–3.49
459,Female,False,3.17,Business,Other,660.0,6.0,Technology,Admit,4-6 years,650–699,3.00–3.24
460,Male,False,3.4,Business,Asian,680.0,5.0,Consulting,Admit,4-6 years,650–699,3.25–3.49
461,Female,False,3.35,Humanities,Asian,660.0,3.0,PE/VC,Waitlist,1-3 years,650–699,3.25–3.49
462,Male,False,3.08,Humanities,White,690.0,5.0,PE/VC,Deny,4-6 years,650–699,3.00–3.24
463,Male,True,3.46,Business,International,640.0,5.0,Real Estate,Deny,4-6 years,600–649,3.25–3.49
